,REP,Nitro,Weed,HYB,Code,FDT,FDS,RTA,RLA,SDI,PHT,EHT,SDL,SDS,GWT,MST,TWT,YIELD,PROT,OIL,STR
1,1,N2,WPLUS,17.461,ORG1,1.923333333,1.793333333,61.58166667,0.286666667,94.08333333,277,164,23.372,21.04,9.4800728,14.9,58,181.4517445,10.4,5.2,67.8
3,1,N2,WPLUS,PHP38*Q381,UIUC6,1.853333333,1.735,86.1675,0.885833333,134.25,230,100,25.142,21.558,4.68106944,16.4,58.2,87.71548832,10.2,3.7,70.3
6,1,N2,WPLUS,PHW52*LH185,UIUC7,1.866666667,1.709166667,69.84583333,1.338333333,90.91666667,255,110,25.106,22.174,8.49124224,15,59.3,158.7754573,8,3.5,72.1
7,1,N2,WPLUS,PHHB9*Q381,UIUC5,1.83,1.745,71.55166667,2.631666667,107.25,232,98,25.164,22.03,5.75608248,15.7,61.8,102.4268972,8.7,3.5,71.9
8,1,N1,WPLUS,PHHB9*PHZ51,UIUC4,1.84,1.685833333,84.25166667,4.0675,110,255,105,23.048,21.7475,9.90191336,15.6,60,181.7013807,8.8,3.8,71.1
9,1,N2,WPLUS,461.2B24,ORG2,1.883333333,1.759166667,92.50166667,2.281666667,103.25,227,102,20.202,18.976,2.48114824,14.6,54.9,50.34845496,10.3,3.9,69.5
11,1,N2,WMINUS,17.461,ORG1,1.923333333,1.765833333,78.385,0.170833333,97.5,252,142,22.84,21.262,10.8181692,15.4,57,209.4581127,10.8,4.9,67.7
12,1,N2,WMINUS,PHHB9*PHW30,UIUC3,1.843333333,1.716666667,82.82666667,3.96,169.3333333,292,130,26.786,24.084,10.76827408,15.9,62.2,189.9326471,9.3,3.4,71.3
13,1,N2,WMINUS,PHP38*Q381,UIUC6,1.86,1.794166667,78.8725,0.140833333,119,244,120,26.164,22.978,8.87225952,14.9,58.7,167.7929095,10,3.9,70.1
14,1,N2,WMINUS,PHHB9*PHM49,UIUC1,1.81,1.80625,86.225,5.3125,144.875,203,87,33.205,30.555,3.8101728,16.7,57.8,71.63243996,10.9,3.4,70.1
15,1,N2,WMINUS,PHW52*Q381,UIUC8,1.826666667,1.8,133.1416667,2.4725,81.75,202,75,30.775,28.23,2.49022008,16.1,54.9,49.64497041,10.2,3.8,70.2
16,1,N2,WMINUS,PHW52*LH185,UIUC7,1.876666667,1.731666667,86.94166667,1.688333333,108.25,240,110,26.626,24.32,9.43017768,15.3,58.4,178.417869,8.8,3.6,71.4
17,1,N2,WMINUS,PHHB9*Q381,UIUC5,1.883333333,1.7275,81.79666667,0.755833333,130.5833333,240,105,22.85,21.074,6.60429952,14.9,60.6,120.9850216,8.3,3.4,72.2
18,1,N1,WMINUS,PHHB9*PHZ51,UIUC4,1.846666667,1.660833333,95.74666667,2.765833333,101.3333333,245,95,23.028,21.568,8.80875664,14.8,59.9,163.4463751,7.9,3.7,71.9
19,1,N2,WMINUS,461.2B24,ORG2,1.833333333,1.756666667,63.17166667,2.220833333,112.5,246,130,23.21,21.212,6.11442016,15.7,56.4,119.2206975,11.1,4.5,68.2
20,1,N2,WMINUS,PHHB9*PHR63,UIUC2,1.816666667,1.748333333,78.9,3.4425,130.5,212,87,26.116,24.052,4.31365992,15.4,57.8,82.36379272,9.5,3.6,70.9
21,1,N1,WPLUS,PHW52*Q381,UIUC8,1.88,1.740833333,71.5675,1.5625,124.8333333,198,85,23.388,21.702,3.56523312,15.6,59.6,65.86156229,9.9,3.8,70.2
22,1,N1,WPLUS,PHW52*LH185,UIUC7,1.87,1.685,95.3,2.8,104.125,246,105,23.404,21.148,10.34643352,15.4,57.5,198.5825572,7.4,3.6,72.4
23,1,N1,WPLUS,PHP38*Q381,UIUC6,1.92,1.786666667,101.5358333,0.130833333,84.33333333,255,115,24.67,22.082,9.23513312,15.1,60.8,168.2267985,9.7,3.9,70.5
24,1,N1,WPLUS,PHHB9*PHW30,UIUC3,1.86,1.7475,74.52833333,1.554166667,127.6666667,276,130,26.696,23.76,10.5006548,15.3,60.6,191.4586873,9.4,3.6,71
25,1,N1,WPLUS,PHHB9*PHR63,UIUC2,1.816666667,1.735833333,113.0608333,3.858333333,135.75,230,115,28.022,25.228,4.11861536,15.5,58,78.27586207,8.7,3.3,71.8
26,1,N1,WPLUS,PHHB9*PHM49,UIUC1,1.88,1.748333333,78.6675,0.558333333,153.25,255,145,29.22,27.322,5.5338224,18,62.1,95.32248997,8.8,3.4,71.6
27,1,N1,WPLUS,17.461,ORG1,1.933333333,1.754166667,77.47333333,0.008333333,84.08333333,257,130,22.136,19.974,8.20547928,14.7,56.2,162.4667818,9.8,4.3,69.2
28,1,N1,WPLUS,PHHB9*Q381,UIUC5,1.866666667,1.738333333,67.67583333,1.705,104.3333333,225,90,24.882,22.546,6.39111128,15,57.9,122.3952744,8.8,3.4,71.7
29,1,N2,WPLUS,PHHB9*PHZ51,UIUC4,1.81,1.711666667,103.4016667,4.483333333,126.3333333,270,130,25.55,23.82,8.0058988,16.3,59.1,147.9094705,8,3.3,72.4
30,1,N1,WPLUS,461.2B24,ORG2,1.863333333,1.715,79.6675,2.3925,100,215,100,21.72,19.646,6.22328224,14.9,54.7,126.3018292,10.3,4.4,68.9
31,1,N1,WMINUS,PHW52*Q381,UIUC8,1.846666667,1.776666667,64.58083333,0.618333333,169,198,80,22.43,20.774,3.8328524,15.5,59,71.61016949,9.8,3.8,70.5
32,1,N1,WMINUS,PHW52*LH185,UIUC7,1.913333333,1.753333333,99.44666667,0.41,88.25,235,95,23.81,21.168,9.32585152,15.5,60.1,171.0482529,7,3.5,73.1
33,1,N1,WMINUS,PHP38*Q381,UIUC6,1.88,1.8025,78.34833333,-0.006666667,118.6666667,247,100,20.042,17.704,9.64790184,15.2,59.4,179.6760504,9.1,3.9,71.2
34,1,N1,WMINUS,PHHB9*PHW30,UIUC3,1.903333333,1.745833333,77.705,-0.133333333,108,272,107,24.626,21.58,10.22396368,15.4,59.9,188.3695706,8.5,3.6,71.8
36,1,N1,WMINUS,PHHB9*PHM49,UIUC1,1.88,1.7275,102.69125,1.55,111.125,240,105,21.922,20.27,9.69326104,17.6,61.6,169.1470068,7.8,3.4,72.6
37,1,N1,WMINUS,17.461,ORG1,1.93,1.7525,56.58583333,-1.94,81.58333333,255,135,21.078,18.864,6.88552656,15.1,55.8,136.6653942,8.4,5,69.5
38,1,N1,WMINUS,PHHB9*Q381,UIUC5,1.9,1.751666667,87.82583333,0.608333333,104.25,230,100,21.632,19.358,7.24386424,16.3,60.4,130.9503703,7.7,3.6,72.5
39,1,N2,WMINUS,PHHB9*PHZ51,UIUC4,1.853333333,1.736666667,87.86666667,3.325833333,115.25,280,124,25.752,24.084,10.26478696,16.3,61.9,181.0642284,8.8,3.3,71.8
40,1,N1,WMINUS,461.2B24,ORG2,1.903333333,1.76,92.63,2.631666667,105.6666667,228,138,21.056,19.49,7.20757688,16.9,55.6,140.528181,9.1,4.3,69.9
42,1,N3,WPLUS,PHHB9*PHW30,UIUC3,1.91,1.773333333,87.795,-0.3725,113.8333333,280,130,24.764,22.804,10.5913732,16.3,61.4,188.3463755,8.9,3.4,71.7
43,1,N3,WPLUS,PHP38*Q381,UIUC6,1.893333333,1.775833333,60.68833333,0.693333333,103.75,257,115,24.69,21.8,8.84050808,15.6,60.4,161.1501234,9.1,3.8,71.2
44,1,N3,WPLUS,PHW52*Q381,UIUC8,1.866666667,1.758333333,87.2475,1.06,143.6666667,230,103,24.788,21.778,6.31400064,15,58.9,118.8655931,9.3,3.6,71.3
46,1,N3,WPLUS,461.2B24,ORG2,1.886666667,1.7625,97.5225,-2.193333333,93.08333333,254,118,24.56,22.508,7.72013584,15.3,56.5,150.9759648,9.4,4.7,69.1
47,1,N3,WPLUS,PHHB9*Q381,UIUC5,1.876666667,1.741666667,99.65166667,0.461666667,100.5833333,242,90,22.446,20.264,7.69745624,14.7,60.5,141.575725,8.6,3.7,71.5
48,1,N3,WPLUS,PHHB9*PHM49,UIUC1,1.876666667,1.719166667,101.1883333,1.6475,115.5,253,140,24.274,22.824,10.08788608,20.4,61,171.7241246,8.3,3.3,72.3
49,1,N3,WPLUS,PHHB9*PHR63,UIUC2,1.806666667,1.736666667,98.62,3.904166667,118.5833333,250,100,24.574,22.32,9.59800672,16.2,58.8,178.4414121,8.6,3.8,71.5
50,1,N3,WPLUS,PHHB9*PHZ51,UIUC4,1.813333333,1.716666667,81.70166667,4.44,137.1666667,270,132,24.616,22.388,10.0470628,15.2,58.2,190.9676895,8.5,3.3,71.9
51,1,N3,WMINUS,17.461,ORG1,1.893333333,1.754166667,71.22583333,1.663333333,105.3333333,245,128,22.212,19.602,9.3213156,14.9,58,178.413079,10.1,5,68.1
52,1,N3,WMINUS,PHHB9*PHW30,UIUC3,1.886666667,1.705833333,95.80833333,0.974166667,128.9166667,290,122,25.008,22.652,10.76827408,16,61.8,190.9346814,9.2,3.6,71
53,1,N3,WMINUS,PHP38*Q381,UIUC6,1.86,1.705,88.30333333,2.009166667,121.25,255,117,24.45,21.73,8.71803824,15.5,54.6,176.007326,9.9,4.3,70
54,1,N3,WMINUS,PHW52*Q381,UIUC8,1.893333333,1.7425,64.4825,1.765833333,118,230,90,25.786,23.538,7.59313008,14.7,60.3,140.1201095,10,3.9,70.2
55,1,N3,WMINUS,PHW52*LH185,UIUC7,1.843333333,1.726666667,79.71916667,2.180833333,111.6666667,262,113,22.8,20.338,10.97239048,14.8,58.2,209.5394376,8,3.6,71.9
56,1,N3,WMINUS,461.2B24,ORG2,1.88,1.73,73.05916667,3.064166667,116.1666667,255,132,25.18,22.072,8.26444624,14.6,56.4,163.2452054,11,4.2,68.4
57,1,N3,WMINUS,PHHB9*Q381,UIUC5,1.87,1.745833333,74.44833333,1.1825,105.5833333,250,90,23.648,22.42,7.76095912,14.9,61.6,139.8659994,8.7,3.5,71.6
58,1,N3,WMINUS,PHHB9*PHM49,UIUC1,1.92,1.745,87.9575,1.886666667,98.75,252,110,24.744,23.154,9.19884576,17.4,59.2,167.4324324,8.9,3.5,71.7
59,1,N3,WMINUS,PHHB9*PHR63,UIUC2,1.825,1.6425,91.30375,3.40125,141,235,105,24.834,22.81,10.23303552,17.7,60.5,181.5920583,8.5,3.5,71.9
60,1,N3,WMINUS,PHHB9*PHZ51,UIUC4,1.753333333,1.710833333,112.4108333,5.174166667,149.6666667,252,127,24.822,23.046,7.87889304,14.8,59.9,146.192767,8.6,3.6,71.7
61,2,N2,WPLUS,PHHB9*PHR63,UIUC2,1.893333333,1.736666667,94.12583333,1.35,111.1666667,220,90,24.392,22.418,9.71594064,17.1,62.1,169.198182,8.1,3.5,72.2
62,2,N2,WPLUS,PHW52*Q381,UIUC8,1.886666667,1.806666667,57.67388889,0.138333333,125.3333333,242,95,21.47,19.68,8.31887728,15.8,58.7,155.6634376,9,3.9,71.2
63,2,N2,WPLUS,PHHB9*Q381,UIUC5,1.913333333,1.741666667,73.51166667,-0.641666667,106.9166667,253,95,23.338,20.98,9.20338168,15.5,61.2,165.7679739,9.1,3.6,71.4
64,2,N2,WPLUS,PHW52*LH185,UIUC7,1.913333333,1.720833333,70.83416667,1.515,102.75,242,100,22.5,19.964,10.3645772,14.7,58.2,198.1643588,8,3.3,72.4
65,2,N2,WPLUS,PHHB9*PHM49,UIUC1,1.88,1.734166667,77.01583333,1.938333333,121.3333333,250,110,25.602,23.632,10.5686936,17.9,61.7,183.4540101,8.2,3.5,72.1
66,2,N2,WPLUS,461.2B24,ORG2,1.846666667,1.7325,85.72,3.745833333,117.4166667,240,142,25.368,21.742,6.577084,16.3,55.9,128.4679955,10.1,4.6,68.9
67,2,N2,WPLUS,PHP38*Q381,UIUC6,1.866666667,1.774166667,76.6125,0.474166667,106.4166667,230,87,23.116,20.448,8.08754536,15,59.3,151.2268378,8.8,3.7,71.6
68,2,N2,WPLUS,PHHB9*PHW30,UIUC3,1.863333333,1.715833333,88.63916667,2.645833333,128.0833333,260,92,24.366,21.946,9.67965328,16.6,61.5,171.237408,8.2,3.3,72.3
69,2,N1,WPLUS,PHHB9*PHZ51,UIUC4,1.883333333,1.723333333,78.33583333,1.011666667,109.1666667,252,100,22.178,20.46,7.75188728,14.8,57.6,149.5796351,7.3,3.4,72.9
70,2,N2,WPLUS,17.461,ORG1,1.923333333,1.778333333,64.69833333,1.245833333,91.41666667,257,148,23.992,21.432,8.1419764,14.9,55.1,164.042247,9.5,5,68.6
71,2,N2,WMINUS,PHHB9*PHR63,UIUC2,1.933333333,1.745,62.025,-1.365833333,145.5,240,110,22.192,20.624,9.28049232,16.5,61.1,165.4490166,8.5,3.5,71.9
72,2,N2,WMINUS,PHW52*Q381,UIUC8,1.843333333,1.735,76.24333333,-0.054166667,100.0833333,220,85,22.658,20.764,5.6699,18.7,59.2,101.5762434,9.5,3.8,70.7
73,2,N2,WMINUS,PHHB9*Q381,UIUC5,1.926666667,1.775,67.93333333,-0.645833333,97.5,240,115,23.112,20.942,9.3213156,15.3,60,171.6553254,8.4,3.5,72
74,2,N2,WMINUS,PHW52*LH185,UIUC7,1.883333333,1.7375,79.65333333,1.268333333,100.4166667,250,105,22.444,20.26,10.85899248,15.9,57.2,208.2751272,7.5,3.5,72.5
75,2,N2,WMINUS,PHHB9*PHM49,UIUC1,1.88,1.720833333,77.89,1.614166667,119.8333333,250,110,25.116,22.958,10.04252688,16.7,61.5,177.443787,8.8,3.6,71.5
76,2,N2,WMINUS,461.2B24,ORG2,1.846666667,1.740833333,76.45166667,3.670833333,114.75,256,113,24.77,21.618,8.12383272,18.7,54.9,156.9376273,9.6,4.2,69.7
77,2,N2,WMINUS,PHP38*Q381,UIUC6,1.893333333,1.745833333,62.56083333,0.046666667,94.91666667,247,94,23.398,20.778,7.93786,16.1,61.3,141.727077,9.4,4,70.7
78,2,N2,WMINUS,PHHB9*PHW30,UIUC3,1.875,1.705,88.5225,0.8775,113.875,265,115,24.18,21.55,9.2305972,16.3,58.8,171.4059292,7.8,3.2,72.6
79,2,N1,WMINUS,PHHB9*PHZ51,UIUC4,1.893333333,1.724166667,81.97583333,1.58,96.08333333,250,104,21.186,19.584,7.15314584,15,58.3,136.0490018,7.5,3.6,72.3
80,2,N2,WMINUS,17.461,ORG1,1.92,1.755,67.56,-0.354166667,96.25,250,150,22.672,19.708,9.46192912,15.7,55.1,188.8441671,9.6,5.3,68.5
81,2,N3,WPLUS,17.461,ORG1,1.916666667,1.743333333,67.93916667,0.485,105.6666667,247,132,22.568,20.508,9.11266328,14.7,58.2,174.2285325,10.1,4.8,68.2
82,2,N3,WPLUS,PHHB9*PHM49,UIUC1,1.87,1.730833333,103.1416667,1.081666667,117.5,248,100,23.44,21.902,10.46436744,18.1,62,180.3238213,8.4,3.5,72
83,2,N3,WPLUS,PHP38*Q381,UIUC6,1.91,1.735,66.40083333,0.841666667,132.1666667,240,104,21.832,19.524,8.54113736,15,59.8,158.3730779,9,3.9,71.1
84,2,N3,WPLUS,PHHB9*Q381,UIUC5,1.876666667,1.7425,83.23666667,1.596666667,163,245,115,22.686,21.218,8.958442,15.5,58.2,169.6735395,8.6,3.6,71.7
85,2,N3,WPLUS,PHW52*LH185,UIUC7,1.886666667,1.7425,82.50416667,1.225833333,97.25,242,100,21.618,19.858,10.37818496,15.5,57.7,198.2668977,7.6,3.2,73.1
86,2,N3,WPLUS,PHHB9*PHR63,UIUC2,1.903333333,1.766666667,69.095,-0.048333333,117.4166667,247,128,24.532,22.576,8.45495488,16,59.7,155.1901519,8.2,3.4,72
87,2,N3,WPLUS,PHHB9*PHW30,UIUC3,1.926666667,1.756666667,76.445,-1.301666667,91,248,114,24.798,22.546,9.26234864,16.1,61.5,164.8374465,8.9,3.5,71.5
88,2,N2,WPLUS,PHHB9*PHZ51,UIUC4,1.833333333,1.716666667,113.9791667,5.543333333,138.1666667,255,95,22.144,20.794,8.4594908,15.2,59.1,158.3435958,8.8,3.6,71.6
89,2,N3,WPLUS,PHW52*Q381,UIUC8,1.886666667,1.746666667,66.50333333,1.489166667,113.0833333,220,92,23.046,21.74,5.30249048,15.1,58.4,100.5593945,9.8,3.6,70.9
90,2,N3,WPLUS,461.2B24,ORG2,1.925,1.76,77.46625,0.6375,130.25,238,120,23.524,20.46,7.58405824,17.3,53.7,152.363448,10.5,4.5,68.6
91,2,N3,WMINUS,17.461,ORG1,1.883333333,1.721666667,67.77833333,2.601666667,109.6666667,255,145,22.546,20.048,8.87679544,15,56.5,174.210609,10.8,4.6,68.2
92,2,N3,WMINUS,PHHB9*PHM49,UIUC1,1.91,1.738333333,68.9125,-0.564166667,112.3333333,255,115,23.256,22.046,9.38481848,17,60.6,167.6792235,8.5,3.7,71.8
93,2,N3,WMINUS,PHP38*Q381,UIUC6,1.89,1.739166667,84.7125,0.459166667,100.1666667,240,111,22.426,19.958,9.49821648,16.3,60.8,170.5736141,8.9,4.2,70.8
94,2,N3,WMINUS,PHHB9*Q381,UIUC5,1.833333333,1.781666667,70.54833333,2.021666667,127.8333333,240,112,22.878,20.218,8.3687724,15.1,58.3,158.9823094,8.7,3.7,71.5
95,2,N3,WMINUS,PHW52*LH185,UIUC7,1.87,1.675833333,80.33833333,0.918333333,114.0833333,240,103,19.952,18.064,9.2079176,15.5,58.6,173.2081911,7.4,3.5,72.8
96,2,N3,WMINUS,PHHB9*PHR63,UIUC2,1.903333333,1.77,64.70583333,0.5575,104.75,250,130,24.278,21.902,9.48914464,15.8,59.3,175.76499,7.8,3.5,72.3
97,2,N3,WMINUS,PHHB9*PHW30,UIUC3,1.873333333,1.75,84.62833333,1.1525,115,256,105,22.952,20.862,9.40749808,17.1,59.9,169.8438225,8.5,3.5,71.9
98,2,N2,WMINUS,PHHB9*PHZ51,UIUC4,1.853333333,1.7275,95.41916667,2.418333333,107.0833333,257,138,24.082,22.202,8.92215464,15,59.2,167.1147849,8,3.3,72.4
99,2,N3,WMINUS,PHW52*Q381,UIUC8,1.876666667,1.736666667,86.12666667,1.885833333,89.33333333,222,94,21.632,19.08,7.6430252,14.5,58.5,145.7214383,9.3,4,70.7
102,2,N1,WPLUS,PHW52*LH185,UIUC7,1.896666667,1.715833333,80.22,-0.165,94.5,235,107,21.46,19.47,9.2305972,15.2,56.3,181.3698803,7.2,3.4,72.9
103,2,N1,WPLUS,PHW52*Q381,UIUC8,1.88,1.7475,72.08125,-0.945,93.75,234,85,19.762,17.844,6.27317736,15.2,58.7,118.2206183,8.1,3.8,71.9
104,2,N3,WPLUS,PHHB9*PHZ51,UIUC4,1.906666667,1.763333333,69.55583333,-0.295,105.0833333,252,105,23.498,22.192,8.67267904,15.6,57.4,166.3534214,8.1,3.4,72.1
105,2,N1,WPLUS,PHHB9*PHR63,UIUC2,1.903333333,1.743333333,67.75333333,-0.241666667,92.66666667,234,108,20.742,18.52,8.04672208,16.9,59.4,146.8525492,7.4,3.5,72.7
106,2,N1,WPLUS,PHHB9*PHM49,UIUC1,1.893333333,1.764166667,81.22416667,0.308333333,110.5833333,215,100,20.784,19.678,7.05789152,18.3,58.5,128.5846356,7.1,3.4,73
107,2,N1,WPLUS,17.461,ORG1,1.93,1.76,59.29083333,-1.256666667,88.08333333,220,124,19.078,16.544,7.484268,15.7,56.7,145.1582605,8.5,4.9,69.5
108,2,N1,WPLUS,PHP38*Q381,UIUC6,1.923333333,1.759166667,74.09166667,0.436666667,97.5,220,100,19.578,18.234,6.42739864,17.5,58.9,117.4415567,8,3.5,72.2
109,2,N1,WPLUS,461.2B24,ORG2,1.896666667,1.734166667,77.47,2.833333333,102.6666667,245,127,20.666,18.656,7.0079964,21.4,54,133.0670611,9.8,4.3,69.4
110,2,N1,WPLUS,PHHB9*PHW30,UIUC3,1.896666667,1.738333333,93.67916667,0.253333333,112.25,260,115,21.962,19.818,8.60010432,16.3,59.1,158.8874538,8,3.5,72.2
112,2,N1,WMINUS,PHW52*LH185,UIUC7,1.906666667,1.72,73.75083333,-0.036666667,100,235,96,20.5,18.042,7.64756112,15.5,60.7,138.8797364,7,3.4,73
113,2,N1,WMINUS,PHW52*Q381,UIUC8,1.89,1.794166667,62.50166667,-0.010833333,98,234,88,20.626,18.778,6.74491304,14.8,59.3,126.4180728,7.9,3.8,72.2
114,2,N3,WMINUS,PHHB9*PHZ51,UIUC4,1.873333333,1.75,74.28416667,1.759166667,110.0833333,245,100,21.768,20.25,8.164656,16.9,59.9,147.7610613,8.5,3.4,72
115,2,N1,WMINUS,PHHB9*PHR63,UIUC2,1.93,1.78125,62.7525,-0.9175,99.25,223,95,21.536,19.32,7.33004672,17,60.7,130.7507092,7.2,3.4,72.9
117,2,N1,WMINUS,17.461,ORG1,1.92,1.748333333,64.165,-0.400833333,96.16666667,240,133,19.556,17.436,8.68175088,18.5,55.4,166.6107705,8.7,4.7,69.6
118,2,N1,WMINUS,PHP38*Q381,UIUC6,1.92,1.754166667,59.99083333,-0.88,98.33333333,222,82,20.268,18.304,7.62941744,15.4,60.3,139.6343725,8.5,3.9,71.5
119,2,N1,WMINUS,461.2B24,ORG2,1.876666667,1.729166667,102.0933333,1.636666667,99.25,230,115,21.024,18.344,6.39111128,18.5,54.1,125.5985519,9.4,4.6,69.4
120,2,N1,WMINUS,PHHB9*PHW30,UIUC3,1.903333333,1.751666667,75.37833333,-0.085833333,114.8333333,250,110,23.794,20.884,9.09905552,15.6,59.6,168.0894325,8.3,3.4,72.2
121,3,N1,WMINUS,PHW52*LH185,UIUC7,1.873333333,1.7275,72.1975,0.989166667,95.83333333,215,90,21.172,19.286,9.15802248,15.5,58.9,171.3921902,8.1,3.4,72.2
122,3,N1,WMINUS,PHP38*Q381,UIUC6,1.926666667,1.743333333,74.0425,-0.705,101,230,105,22.36,20.052,7.8471416,15.4,61.8,140.1332797,8.3,3.5,72
123,3,N1,WMINUS,17.461,ORG1,1.926666667,1.755,52.65416667,-1.075,88.75,237,120,20.774,18.546,7.78363872,15.2,56.2,153.2110594,9.1,4.6,69.4
124,3,N1,WMINUS,PHHB9*PHR63,UIUC2,1.93,1.766666667,92.26583333,-0.818333333,110,237,116,23.88,21.206,8.19187152,16.6,58.9,151.3149356,7.4,3.5,72.6
