,REP,Nitro,Weed,HYB,Code,FDT,FDS,RTA,RLA,SDI,PHT,EHT,SDL,SDS,GWT,MST,TWT,YIELD,PROT,OIL,STR
361,3,N2,WPLUS,PHHB9*PHM49,UIUC1,1.926666667,1.721666667,50.2625,-1.095833333,70.41666667,208,102,18.626,17.318,4.03243288,23.6,53.9,74.56236072,9.9,3.6,70.7
362,3,N2,WPLUS,17.461,ORG1,1.896666667,1.716666667,88.05916667,0.954166667,101.5,212,95,22.324,20.54,7.3255108,18.3,53.3,146.4807887,9.5,5.3,68.6
363,3,N2,WPLUS,461.2B24,ORG2,1.87,1.738333333,87.24833333,1.750833333,114,206,80,24.072,20.886,6.41379088,19.7,50.4,133.3053912,10.4,4.6,68.9
364,3,N2,WPLUS,PHHB9*PHR63,UIUC2,1.903333333,1.749166667,71.54916667,0.119166667,117.75,214,92,22.244,19.866,6.15524344,23.5,50.3,122.1199431,7.9,3.7,72.2
365,3,N2,WPLUS,PHHB9*Q381,UIUC5,1.88,1.715833333,94.2825,1.489166667,97.16666667,190,65,20.7,18.656,7.09417888,18.8,56.7,132.5326905,8.6,3.6,71.7
366,3,N2,WPLUS,PHW52*LH185,UIUC7,1.883333333,1.694166667,82.40833333,0.006666667,91.91666667,213,83,22.482,19.498,7.83806976,20.2,51.6,158.1285262,7.1,3.3,73.3
367,3,N2,WPLUS,PHW52*Q381,UIUC8,1.9,1.7075,80.1175,0.9875,94.16666667,202,63,18.686,15.094,4.45427344,17.3,54.7,87.85024285,8.6,4,71.3
368,3,N2,WPLUS,PHP38*Q381,UIUC6,1.896666667,1.708333333,86.04,-0.8625,116.1666667,201,84,19.232,17.722,5.0802304,17.4,55.7,98.27796841,8.8,4,71
369,3,N2,WPLUS,PHHB9*PHW30,UIUC3,1.863333333,1.709166667,89.11083333,1.43,116.5833333,239,99,21.428,19.04,7.81539016,19.5,58.2,141.0169991,8,3.6,72.2
370,3,N2,WPLUS,PHHB9*PHZ51,UIUC4,1.853333333,1.6475,77.23583333,0.7725,89.66666667,252,87,20.888,19.18,5.81051352,17.5,58,107.8172822,8,3.5,72.4
371,3,N2,WMINUS,PHHB9*PHM49,UIUC1,1.9,1.703333333,52.16083333,-2.369166667,75,216,95,18.836,17.294,6.40925496,23.1,53.8,119.5086998,9,3.5,71.6
372,3,N2,WMINUS,17.461,ORG1,1.905,1.73875,55.3975,1.11625,133,222,104,24.682,22.104,4.61756656,18.4,54.8,89.69550382,10.7,4.5,68.5
373,3,N2,WMINUS,461.2B24,ORG2,1.903333333,1.734166667,89.63666667,1.97,111.4166667,224,96,22.04,19.366,7.00346048,20.8,51.5,140.5007181,10.8,5,67.8
374,3,N2,WMINUS,PHHB9*PHR63,UIUC2,1.873333333,1.743333333,75.34083333,-1.675,117.1666667,225,70,23.626,17.676,6.22781816,22.9,51.4,121.8639053,9,3.9,71.1
375,3,N2,WMINUS,PHHB9*Q381,UIUC5,1.886666667,1.706666667,97.6325,0.690833333,107.6666667,212,78,21.092,18.834,6.1008124,19.5,56.2,113.997452,8.7,3.7,71.6
376,3,N2,WMINUS,PHW52*LH185,UIUC7,1.913333333,1.725,89.13833333,0.035,116.9166667,209,68,20.408,18.238,5.0121916,21.7,53.3,96.05282147,7.5,3.6,72.7
377,3,N2,WMINUS,PHW52*Q381,UIUC8,1.91,1.715,84.38625,1.3675,91.5,198,73,20.416,17.962,5.22991576,17.1,52.6,107.5254798,8.9,3.8,71.4
378,3,N2,WMINUS,PHP38*Q381,UIUC6,1.9,1.71,80.435,-0.381666667,105.4166667,206,80,21.266,18.652,6.18245896,18,54.1,122.2434895,8.2,3.9,71.8
379,3,N2,WMINUS,PHHB9*PHW30,UIUC3,1.843333333,1.684166667,83.55416667,1.676666667,140.4166667,244,94,22.782,19.876,6.85831104,18.6,58,125.5629463,8.7,3.8,71.4
380,3,N2,WMINUS,PHHB9*PHZ51,UIUC4,1.833333333,1.671666667,99.69333333,2.200833333,97.83333333,246,94,19.768,18.134,6.75398488,17.2,58,125.7796368,7.4,3.6,72.7
381,3,N1,WMINUS,PHHB9*PHM49,UIUC1,1.916666667,1.696666667,66.53166667,-1.625833333,77.16666667,200,98,42.37,13.676,4.45427344,21.3,54.2,84.37236621,8.8,3.6,71.8
382,3,N1,WMINUS,PHP38*Q381,UIUC6,1.845,1.65875,77.50375,1.78875,129.875,190,79,24.446,22.068,4.9668324,17.6,56.7,94.16110955,8.3,4,71.4
383,3,N1,WMINUS,17.461,ORG1,1.913333333,1.699166667,82.13083333,-0.3375,105.4166667,226,124,23.328,21.212,7.484268,17.8,51.9,154.6328283,10.1,5,68.3
384,3,N1,WMINUS,PHW52*LH185,UIUC7,1.9,1.716666667,72.225,0.666666667,93.66666667,219,68,21.264,19.074,4.3318036,22.6,54.8,79.81363106,7.4,3.7,72.5
385,3,N1,WMINUS,PHHB9*PHW30,UIUC3,1.896666667,1.694166667,87.42416667,-0.484166667,109.8333333,236,79,22.224,19.678,7.19850504,18.8,60.5,126.0349161,7.6,3.7,72.4
386,3,N1,WMINUS,PHHB9*PHR63,UIUC2,1.913333333,1.74,77.6925,-1.275833333,121.3333333,215,79,22.262,19.576,6.463686,23.7,57,112.8698225,7.6,3.6,72.7
387,3,N1,WMINUS,PHW52*Q381,UIUC8,1.926666667,1.7175,45.85,-1.175833333,54.33333333,284,80,14.548,12.926,3.00277904,16.5,54.3,60.2362505,9,3.9,71.2
388,3,N1,WMINUS,PHHB9*PHZ51,UIUC4,1.89,1.6825,98.84333333,0.119166667,87.33333333,235,83,20.996,19.3,6.577084,17.6,50.5,139.9964849,7,3.5,73.3
389,3,N1,WMINUS,461.2B24,ORG2,1.88,1.739166667,85.48333333,0.568333333,108.25,213,94,21.518,18.814,4.49963264,19.3,54.5,86.91645405,9.4,4.3,70
390,3,N1,WMINUS,PHHB9*Q381,UIUC5,1.916666667,1.713333333,110.9175,0.653333333,76.91666667,209,81,19.472,17.546,5.39320888,17.8,56,103.2711327,7.8,3.7,72.2
391,3,N1,WPLUS,PHHB9*PHM49,UIUC1,1.926666667,1.6925,51.64666667,-2.0375,62.25,205,82,16.04,14.78,4.89425768,21.7,53.5,93.44212797,8.3,3.5,72.3
392,3,N1,WPLUS,PHP38*Q381,UIUC6,1.866666667,1.668333333,77.835,1.7175,112.1666667,197,79,23.734,21.82,5.04847896,18.3,56.4,95.40066725,8.6,4.1,71
393,3,N1,WPLUS,17.461,ORG1,1.903333333,1.751666667,76.855,-2.613333333,96.75,212,87,20.088,17.136,6.69501792,16.7,50.4,144.3491124,9.1,5.3,68.8
394,3,N1,WPLUS,PHW52*LH185,UIUC7,1.9,1.725833333,83.035,-0.890833333,84.91666667,225,83,19.892,17.26,3.43369144,21.8,50.7,69.08885076,7.9,3.8,72
395,3,N1,WPLUS,PHHB9*PHW30,UIUC3,1.86,1.72,86.83,1.076666667,119.75,245,99,22.816,19.88,8.25991032,19.1,57.7,151.0761642,7.6,3.7,72.4
396,3,N1,WPLUS,PHHB9*PHR63,UIUC2,1.923333333,1.769166667,76.85222222,-1.964166667,106.25,207,63,21.11,19.012,6.98985272,22.1,57.4,123.7489434,7.9,3.7,72.3
397,3,N1,WPLUS,PHW52*Q381,UIUC8,1.92,1.735833333,68.17083333,-1.345833333,97,188,58,20.556,17.566,3.07081784,16.4,51.1,65.53711831,8.9,3.8,71.3
398,3,N1,WPLUS,PHHB9*PHZ51,UIUC4,1.9,1.7325,84.09916667,0.2325,96.58333333,237,86,20.926,19.016,6.64058688,17.3,54.1,132.4227543,7.4,3.5,72.8
399,3,N1,WPLUS,461.2B24,ORG2,1.876666667,1.705,90.84916667,2.559166667,96,220,92,23.612,20.754,4.55406368,20.5,53.1,88.94460602,9.4,4.7,69.4
400,3,N1,WPLUS,PHHB9*Q381,UIUC5,1.923333333,1.709166667,50.5675,-1.963333333,87,198,76,19.136,16.748,4.73096456,17.4,64.1,79.52791958,8,3.8,72
401,3,N3,WMINUS,PHHB9*PHW30,UIUC3,1.893333333,1.715,69.57666667,-1.456666667,86.91666667,237,112,15.572,13.682,6.26864144,19.4,57,115.6329285,10.3,3.7,70.2
402,3,N3,WMINUS,PHHB9*Q381,UIUC5,1.883333333,1.728333333,71.48833333,1.391666667,107.5833333,213,83,22.832,20.928,8.01950656,17.5,54.3,158.9460263,9.1,3.8,71.2
403,3,N3,WMINUS,PHW52*Q381,UIUC8,1.866666667,1.716666667,77,2.368333333,106.8333333,204,72,22.052,19.59,4.40891424,17.8,55,85.9584723,9.5,4.2,70.6
404,3,N3,WMINUS,PHP38*Q381,UIUC6,1.88,1.728333333,100.0275,1.656666667,103.5833333,202,83,22.402,19.858,5.59732528,17.6,50.5,119.1418361,9.4,4.1,70.6
405,3,N3,WMINUS,PHHB9*PHZ51,UIUC4,1.816666667,1.666666667,95.94166667,2.780833333,125.5833333,253,90,22.21,20.22,7.64756112,18.1,56.1,145.643768,9.3,3.7,71
406,3,N3,WMINUS,PHHB9*PHM49,UIUC1,1.916666667,1.739166667,80.82583333,0.233333333,126.3333333,215,88,24.064,22.45,7.82899792,22.4,57.2,138.5542268,8.5,3.6,72.2
407,3,N3,WMINUS,17.461,ORG1,1.923333333,1.718333333,71.77583333,-1.358333333,89,228,125,19.22,17.476,6.85831104,16.3,51.9,144.2856654,9.1,5.1,69.1
408,3,N3,WMINUS,461.2B24,ORG2,1.893333333,1.731666667,97.60333333,-0.1175,111.9166667,234,113,21.512,18.508,6.08720464,19.5,50.4,126.8326759,10.7,4.9,68.2
409,3,N3,WMINUS,PHW52*LH185,UIUC7,1.883333333,1.698333333,81.9775,1.4125,95.25,225,80,20.894,18.724,5.94659112,19,52.9,118.7805506,7.6,3.5,72.7
410,3,N3,WMINUS,PHHB9*PHR63,UIUC2,1.926666667,1.741666667,82.1425,-0.214166667,117.0833333,220,73,21.552,19.75,7.36633408,20.9,59.8,127.1085076,8,3.7,72.2
411,3,N3,WPLUS,PHHB9*PHW30,UIUC3,1.92,1.7075,69.87083333,-0.806666667,67.41666667,240,122,17.168,15.424,6.68141016,19.5,55.5,126.420918,9.6,3.9,70.8
412,3,N3,WPLUS,PHHB9*Q381,UIUC5,1.866666667,1.748333333,77.6025,0.8025,102.5833333,210,84,22.908,21.166,6.8719188,17.8,54.7,134.7132828,8.7,3.9,71.1
413,3,N3,WPLUS,PHW52*Q381,UIUC8,1.826666667,1.698333333,76.63166667,1.248333333,106.0833333,205,82,21.282,18.794,3.41554776,17,51.7,71.53125107,10.1,4,70.2
414,3,N3,WPLUS,PHP38*Q381,UIUC6,1.863333333,1.715833333,79.5225,1.305833333,111.75,221,99,22.012,20.044,4.64024616,17.8,53.2,93.52960804,9,4,71
415,3,N3,WPLUS,PHHB9*PHZ51,UIUC4,1.856666667,1.721666667,103.5075,3.385833333,125,255,106,22.978,20.93,6.690482,17.3,57.3,125.9668309,8.4,3.5,72.1
416,3,N3,WPLUS,PHHB9*PHM49,UIUC1,1.906666667,1.755833333,83.99333333,0.345,122.5833333,221,79,22.388,20.326,7.69292032,21.7,56.5,139.0760852,8.9,3.6,71.8
417,3,N3,WPLUS,17.461,ORG1,1.92,1.716666667,77.50833333,-0.0125,103.9166667,205,94,23.134,20.556,6.31853656,16.9,53.8,127.3160511,9.7,5,68.8
418,3,N3,WPLUS,461.2B24,ORG2,1.896666667,1.715,102.5775,-0.6225,102.5,223,108,22,18.33,5.67443592,19.1,52.2,114.7225056,10,4.9,68.7
419,3,N3,WPLUS,PHW52*LH185,UIUC7,1.856666667,1.71,104.2408333,2.713333333,119.9166667,226,79,18.998,16.838,7.13046624,19.7,55.6,134.3403857,7.8,3.3,72.7
420,3,N3,WPLUS,PHHB9*PHR63,UIUC2,1.916666667,1.736666667,75.1125,-0.724166667,110.9166667,216,76,20.97,17.252,7.77003096,20.6,58,138.7596409,8.2,3.7,72.2
422,4,N2,WPLUS,PHHB9*PHW30,UIUC3,1.816666667,1.643333333,95.80333333,4.369166667,121,237,78,25.264,22.544,7.91064448,18.4,58,145.1850643,8.7,3.6,71.6
423,4,N2,WPLUS,PHHB9*PHZ51,UIUC4,1.87,1.711666667,81.54166667,1.524166667,147.1666667,249,98,21.276,19.206,7.21664872,17.2,53,147.0746902,9.1,3.6,71.4
424,4,N2,WPLUS,PHHB9*Q381,UIUC5,1.91,1.745833333,78.275,-0.684166667,93.25,213,82,22.206,19.98,4.48602488,19.2,56.2,84.13653688,8.7,3.8,71.3
425,4,N2,WPLUS,PHHB9*PHR63,UIUC2,1.89,1.726666667,78.08916667,1.158333333,116.1666667,212,75,24.878,22.28,7.6883844,19.8,57.1,140.8708899,8.8,3.8,71.4
426,4,N2,WPLUS,461.2B24,ORG2,1.906666667,1.735833333,63.08666667,-2.056666667,95.58333333,199,91,21.08,18.986,5.99648624,19.7,55.3,113.5887092,9.9,4.9,68.9
427,4,N2,WPLUS,PHHB9*PHM49,UIUC1,1.896666667,1.7,79.52333333,-0.379166667,106.25,206,85,20.756,18.706,6.89006248,19.7,64.3,112.2472324,8.3,3.6,72
428,4,N2,WPLUS,PHP38*Q381,UIUC6,1.876666667,1.73,76.57833333,1.1575,127.9166667,212,75,22.776,19.83,5.33424192,17.3,53.3,107.9689599,8.7,3.9,71.4
429,4,N2,WPLUS,PHW52*LH185,UIUC7,1.9,1.724166667,82.025,0.274166667,115.0833333,215,78,20.266,18.286,6.5997636,19,56.3,123.866228,7.7,3.4,72.5
431,4,N2,WMINUS,PHW52*Q381,UIUC8,1.92,1.7025,56.855,-2.9775,75.375,203,96,20.162,17.662,2.00034072,14.9,55.9,39.72552423,10.3,4,69.9
432,4,N2,WMINUS,PHHB9*PHW30,UIUC3,1.85,1.695,70.69416667,0.8675,115.25,233,105,22.806,20.472,4.99858384,18.8,55.5,95.40210033,9.1,4,71
433,4,N2,WMINUS,PHHB9*PHZ51,UIUC4,1.886666667,1.711666667,87.02583333,-0.114166667,101.5,249,100,22.728,19.902,8.7543256,18.1,52.4,178.4938344,8.2,3.5,72.2
434,4,N2,WMINUS,PHHB9*Q381,UIUC5,1.903333333,1.734166667,66.015,0.048333333,93.75,207,92,20.38,18.104,4.23654928,18.2,50.7,89.16727939,9.2,3.6,71.3
435,4,N2,WMINUS,PHHB9*PHR63,UIUC2,1.88,1.7225,75.795,1.753333333,126.9166667,208,87,23.586,21.568,7.70199216,21.2,56.2,140.8772558,8.6,3.6,71.9
436,4,N2,WMINUS,461.2B24,ORG2,1.893333333,1.75,71.1925,-2.594166667,118.4166667,208,91,21.548,19.696,5.6018612,20,55.9,104.5823586,10.4,4.7,68.6
437,4,N2,WMINUS,PHHB9*PHM49,UIUC1,1.89,1.743333333,78.51416667,1.121666667,124.6666667,217,81,21.446,19.662,7.69745624,20.4,54.7,146.1237736,8.4,3.4,72.2
438,4,N2,WMINUS,PHP38*Q381,UIUC6,1.86,1.695,81.64583333,1.424166667,122.8333333,213,76,23.636,21.272,5.6472204,17.2,55.2,110.5029586,8.7,4,71.1
439,4,N2,WMINUS,PHW52*LH185,UIUC7,1.876666667,1.679166667,85.33166667,1.3625,103.5,223,80,20.594,18.224,7.53416312,18.8,53.7,148.6156931,7.6,3.4,72.6
440,4,N2,WMINUS,17.461,ORG1,1.923333333,1.729166667,63.24083333,-0.774166667,90.25,222,128,19.574,17.412,6.19606672,16.9,55.1,121.9027266,8.7,4.9,69.6
441,4,N3,WMINUS,PHHB9*Q381,UIUC5,1.926666667,1.715833333,72.90333333,-0.736666667,113.5833333,203,82,18.064,16.412,4.39077056,17.9,54.9,85.6563305,10.1,3.8,70.2
442,4,N3,WMINUS,17.461,ORG1,1.91,1.748333333,73.79,-0.043333333,98.75,212,96,22.1,15.004,5.42949624,17.8,53.4,109.0279902,10.6,4.9,68.1
443,4,N3,WMINUS,PHHB9*PHW30,UIUC3,1.85,1.726666667,95.97916667,3.65,117.75,242,96,24.792,21.64,9.19884576,17.7,52.2,189.1954023,8.8,3.8,71.4
444,4,N3,WMINUS,PHW52*Q381,UIUC8,1.873333333,1.71,85.14333333,1.044166667,107.5833333,213,83,21.1,19.104,3.05267416,17.1,52.1,63.36437665,9.9,4,70.4
445,4,N3,WMINUS,461.2B24,ORG2,1.903333333,1.729166667,81.88166667,-0.98,105.9166667,200,96,22.646,18.116,6.02823768,19.7,55.2,114.3970286,10.3,4.6,68.8
446,4,N3,WMINUS,PHHB9*PHR63,UIUC2,1.92,1.723333333,74.89,-0.6775,120.8333333,212,91,23.294,20.95,7.94693184,19.2,55.9,149.8466196,8.8,3.8,71.3
447,4,N3,WMINUS,PHW52*LH185,UIUC7,1.873333333,1.680833333,83.77333333,0.280833333,100.25,218,79,20.554,18.74,6.46822192,19.1,53.1,128.5543632,8.1,3.5,72.1
448,4,N3,WMINUS,PHHB9*PHM49,UIUC1,1.926666667,1.73,75.17416667,-0.731666667,102.4166667,215,91,21.442,19.818,8.50938592,21.2,56,156.2011834,8.1,3.8,72
449,4,N3,WMINUS,PHHB9*PHZ51,UIUC4,1.803333333,1.701666667,79.24583333,3.3925,106.1666667,250,95,24.18,21.948,7.20757688,17,57.8,135.0166868,8,3.7,72.2
450,4,N3,WMINUS,PHP38*Q381,UIUC6,1.856666667,1.713333333,100.6575,2.213333333,118.4166667,205,81,23.16,20.904,5.61093304,17.3,58.3,103.8293057,9,3.9,71.1
451,4,N3,WPLUS,PHHB9*Q381,UIUC5,1.926666667,1.719166667,50.89,-0.555,77.83333333,205,102,15.294,13.918,4.5812792,18.5,54.5,89.37082677,10.1,3.7,70.3
453,4,N3,WPLUS,PHHB9*PHW30,UIUC3,1.84,1.696666667,84.63833333,3.048333333,122.8333333,250,89,20.092,17.086,7.5523068,18.9,54,147.9635108,9.1,3.7,71.3
454,4,N3,WPLUS,PHW52*Q381,UIUC8,1.86,1.723333333,86.2375,1.93,92.25,223,96,22.432,19.896,2.93474024,18.2,50.6,61.88998293,9.4,4,70.8
455,4,N3,WPLUS,461.2B24,ORG2,1.91,1.77,87.93416667,0.8525,106.75,231,217,20.18,17.8,6.47275784,19.7,55.2,122.8326258,10.7,4.6,68.6
456,4,N3,WPLUS,PHHB9*PHR63,UIUC2,1.93,1.765833333,78.4675,-3.454166667,107,227,82,23.926,21.332,8.31434136,21.4,58,146.9840849,8.7,3.5,71.9
457,4,N3,WPLUS,PHW52*LH185,UIUC7,1.873333333,1.678333333,84.09083333,0.113333333,100.0833333,225,82,20.902,19.274,7.03974784,18.6,51.9,144.0330175,7.8,3.6,72.2
458,4,N3,WPLUS,PHHB9*PHM49,UIUC1,1.883333333,1.720833333,98.21,0.338333333,105.1666667,222,77,22.52,20.462,7.35272632,21.2,56.9,132.8343091,8.5,3.7,71.9
459,4,N3,WPLUS,PHHB9*PHZ51,UIUC4,1.866666667,1.679166667,87.22666667,0.885,116.6666667,244,110,22.036,19.788,7.56591456,17.4,61.9,131.7039317,8.3,3.5,72.2
460,4,N3,WPLUS,PHP38*Q381,UIUC6,1.863333333,1.690833333,89.60666667,1.836666667,139.5833333,213,76,20.866,18.88,5.40228072,17.8,57.1,101.4520358,8.6,4,71.4
461,4,N1,WMINUS,PHHB9*Q381,UIUC5,1.913333333,1.744166667,57.07333333,-1.16,84.5,191,94,15.156,13.912,3.84646016,17.4,54.2,76.46979192,9.9,3.8,70.3
462,4,N1,WMINUS,461.2B24,ORG2,1.876666667,1.730833333,82.425,4.219166667,108.9166667,222,84,21.582,19.314,4.79900336,19.7,55,91.40118343,10,4.4,69.2
463,4,N1,WMINUS,PHW52*LH185,UIUC7,1.866666667,1.695833333,81.35833333,0.948333333,96.08333333,216,73,20.08,18.03,5.56557384,20.2,53.7,107.8913094,7.2,3.6,72.8
465,4,N1,WMINUS,PHHB9*PHM49,UIUC1,1.91,1.750833333,88.40166667,-0.753333333,103.25,215,95,22.332,20.632,7.67477664,21.7,56.1,139.7373667,7.9,3.6,72.7
466,4,N1,WMINUS,17.461,ORG1,1.94,1.745,85.22416667,-1.4975,110,220,104,21.946,19.6,5.96019888,18.6,52.6,120.3226314,9,5.4,68.8
467,4,N1,WMINUS,PHW52*Q381,UIUC8,1.883333333,1.7175,81.28,1.931666667,93.41666667,212,71,19.578,17.166,4.43612976,17.4,53.6,89.17998764,8.7,4,71.1
468,4,N1,WMINUS,PHP38*Q381,UIUC6,1.863333333,1.701666667,90.60916667,1.165,104.8333333,199,68,20.976,18.556,5.43403216,17.4,53.5,109.4451142,8,3.9,72
469,4,N1,WMINUS,PHHB9*PHR63,UIUC2,1.903333333,1.711666667,62.23416667,-2.111666667,114.75,209,73,21.836,19.524,7.07149928,19.5,56.6,131.201518,7.4,3.5,73
470,4,N1,WMINUS,PHHB9*PHW30,UIUC3,1.866666667,1.718333333,80.36916667,0.110833333,107.9166667,227,72,20.978,18.822,5.3750652,18,56,102.6732883,7.5,3.8,72.5
471,4,N1,WPLUS,PHHB9*Q381,UIUC5,1.926666667,1.746666667,64.53916667,-1.296666667,77.91666667,194,89,15.884,14.148,4.195726,18.4,55.3,80.76441572,9.7,3.8,70.5
472,4,N1,WPLUS,461.2B24,ORG2,1.883333333,1.721666667,82.0125,0.361666667,112.8333333,190,89,16.93,15.378,3.4699788,20.9,51.9,68.98963642,10.8,4,69.2
473,4,N1,WPLUS,PHW52*LH185,UIUC7,1.886666667,1.715,81.92583333,0.928333333,99.91666667,194,59,20.114,17.442,5.70618736,20.4,52.6,112.6474228,7.7,3.8,72.1
475,4,N1,WPLUS,PHHB9*PHM49,UIUC1,1.896666667,1.715833333,79.02166667,0.658333333,116,210,81,24.036,21.582,7.14860992,22,57.4,126.7220584,8.1,3.4,72.6
476,4,N1,WPLUS,17.461,ORG1,1.936666667,1.723333333,50.98916667,-2.508333333,86.5,199,102,20.308,18.036,5.81504944,18.6,52.8,116.9477318,8.7,5.1,69.5
477,4,N1,WPLUS,PHW52*Q381,UIUC8,1.906666667,1.731666667,76.81166667,-0.453333333,99.66666667,197,63,20.786,18.35,3.28400608,16.7,53.7,66.4542219,9,4,71
478,4,N1,WPLUS,PHP38*Q381,UIUC6,1.92,1.743333333,89.00166667,-0.101666667,85,187,70,21.45,18.97,4.63117432,17.5,54.3,91.78953218,8.3,4,71.6
479,4,N1,WPLUS,PHHB9*PHR63,UIUC2,1.866666667,1.740833333,76.085,0.685,111.4166667,205,74,23.322,20.99,7.15314584,19.8,59.9,124.9374204,8.3,3.9,71.8
480,4,N1,WPLUS,PHHB9*PHW30,UIUC3,1.906666667,1.745833333,90.81666667,0.218333333,102.3333333,214,78,20.668,18.74,4.71282088,18.6,57.1,87.64298076,7.8,3.7,72.2
